"icd","icddesc","icdvers","hcc","rxhcc","inhcc","inrxhcc","year"
"80159","Opn skul base fx-concuss",9,155,,"Yes","No",2011
"80160","Op skl base fx/cereb lac",9,155,,"Yes","No",2011
"80161","Opn skl base fx w/o coma",9,155,,"Yes","No",2011
"80162","Opn skl base fx-brf coma",9,155,,"Yes","No",2011
"80163","Opn skl base fx-mod coma",9,154,,"Yes","No",2011
"80164","Op skl base fx-prol coma",9,154,,"Yes","No",2011
"80165","Op skl base fx-deep coma",9,154,,"Yes","No",2011
"80166","Opn skl base fx-coma NOS",9,155,,"Yes","No",2011
"80169","Opn skul base fx-concuss",9,155,,"Yes","No",2011
"80170","Op skl base fx/menin hem",9,155,,"Yes","No",2011
"80171","Opn skl base fx w/o coma",9,155,,"Yes","No",2011
"80172","Opn skl base fx-brf coma",9,155,,"Yes","No",2011
"80173","Opn skl base fx-mod coma",9,154,,"Yes","No",2011
"80174","Op skl base fx-prol coma",9,154,,"Yes","No",2011
"80175","Op skl base fx-deep coma",9,154,,"Yes","No",2011
"80176","Opn skl base fx-coma NOS",9,155,,"Yes","No",2011
"80179","Opn skul base fx-concuss",9,155,,"Yes","No",2011
"80180","Opn skul base fx/hem NEC",9,155,,"Yes","No",2011
"80181","Opn skl base fx w/o coma",9,155,,"Yes","No",2011
"80182","Opn skl base fx-brf coma",9,155,,"Yes","No",2011
"80183","Opn skl base fx-mod coma",9,154,,"Yes","No",2011
"80184","Op skl base fx-prol coma",9,154,,"Yes","No",2011
"80185","Op skl base fx-deep coma",9,154,,"Yes","No",2011
"80186","Opn skl base fx-coma NOS",9,155,,"Yes","No",2011
"80189","Opn skul base fx-concuss",9,155,,"Yes","No",2011
"80190","Op sk base fx/br inj NEC",9,155,,"Yes","No",2011
"80191","Op skul base fx w/o coma",9,155,,"Yes","No",2011
"80192","Opn skl base fx-brf coma",9,155,,"Yes","No",2011
"80193","Opn skl base fx-mod coma",9,154,,"Yes","No",2011
"80194","Op skl base fx-prol coma",9,154,,"Yes","No",2011
"80195","Op skl base fx-deep coma",9,154,,"Yes","No",2011
"80196","Opn skl base fx-coma NOS",9,155,,"Yes","No",2011
"80199","Opn skul base fx-concuss",9,155,,"Yes","No",2011
"80220","Mandible fx NOS-closed",9,155,,"Yes","No",2011
"80221","Fx condyl proc mandib-cl",9,155,,"Yes","No",2011
"80222","Subcondylar fx mandib-cl",9,155,,"Yes","No",2011
"80223","Fx coron proc mandib-cl",9,155,,"Yes","No",2011
"80224","Fx ramus NOS-closed",9,155,,"Yes","No",2011
"80225","Fx angle of jaw-closed",9,155,,"Yes","No",2011
"80226","Fx symphy mandib body-cl",9,155,,"Yes","No",2011
"80227","Fx alveolar bord mand-cl",9,155,,"Yes","No",2011
"80228","Fx mandible body NEC-cl",9,155,,"Yes","No",2011
"80229","Mult fx mandible-closed",9,155,,"Yes","No",2011
"80230","Mandible fx NOS-open",9,155,,"Yes","No",2011
"80231","Fx condyl proc mand-open",9,155,,"Yes","No",2011
"80232","Subcondyl fx mandib-open",9,155,,"Yes","No",2011
"80233","Fx coron proc mandib-opn",9,155,,"Yes","No",2011
"80234","Fx ramus NOS-open",9,155,,"Yes","No",2011
"80235","Fx angle of jaw-open",9,155,,"Yes","No",2011
"80236","Fx symphy mandib bdy-opn",9,155,,"Yes","No",2011
"80237","Fx alv bord mand bdy-opn",9,155,,"Yes","No",2011
"80238","Fx mandible body NEC-opn",9,155,,"Yes","No",2011
"80239","Mult fx mandible-open",9,155,,"Yes","No",2011
"8024","Fx malar/maxillary-close",9,155,,"Yes","No",2011
"8025","Fx malar/maxillary-open",9,155,,"Yes","No",2011
"8026","Fx orbital floor-closed",9,155,,"Yes","No",2011
"8027","Fx orbital floor-open",9,155,,"Yes","No",2011
"8028","Fx facial bone NEC-close",9,155,,"Yes","No",2011
"8029","Fx facial bone NEC-open",9,155,,"Yes","No",2011
"80300","Close skull fracture NEC",9,155,,"Yes","No",2011
"80301","Cl skull fx NEC w/o coma",9,155,,"Yes","No",2011
"80302","Cl skull fx NEC-brf coma",9,155,,"Yes","No",2011
"80303","Cl skull fx NEC-mod coma",9,154,,"Yes","No",2011
"80304","Cl skl fx NEC-proln coma",9,154,,"Yes","No",2011
"80305","Cl skul fx NEC-deep coma",9,154,,"Yes","No",2011
"80306","Cl skull fx NEC-coma NOS",9,155,,"Yes","No",2011
"80309","Cl skull fx NEC-concuss",9,155,,"Yes","No",2011
"80310","Cl skl fx NEC/cerebr lac",9,155,,"Yes","No",2011
"80311","Cl skull fx NEC w/o coma",9,155,,"Yes","No",2011
"80312","Cl skull fx NEC-brf coma",9,155,,"Yes","No",2011
"80313","Cl skull fx NEC-mod coma",9,154,,"Yes","No",2011
"80314","Cl skl fx NEC-proln coma",9,154,,"Yes","No",2011
"80315","Cl skul fx NEC-deep coma",9,154,,"Yes","No",2011
"80316","Cl skull fx NEC-coma NOS",9,155,,"Yes","No",2011
"80319","Cl skull fx NEC-concuss",9,155,,"Yes","No",2011
"80320","Cl skl fx NEC/mening hem",9,155,,"Yes","No",2011
"80321","Cl skull fx NEC w/o coma",9,155,,"Yes","No",2011
"80322","Cl skull fx NEC-brf coma",9,155,,"Yes","No",2011
"80323","Cl skull fx NEC-mod coma",9,154,,"Yes","No",2011
"80324","Cl skl fx NEC-proln coma",9,154,,"Yes","No",2011
"80325","Cl skul fx NEC-deep coma",9,154,,"Yes","No",2011
"80326","Cl skull fx NEC-coma NOS",9,155,,"Yes","No",2011
"80329","Cl skull fx NEC-concuss",9,155,,"Yes","No",2011
"80330","Cl skull fx NEC/hem NEC",9,155,,"Yes","No",2011
"80331","Cl skull fx NEC w/o coma",9,155,,"Yes","No",2011
"80332","Cl skull fx NEC-brf coma",9,155,,"Yes","No",2011
"80333","Cl skull fx NEC-mod coma",9,154,,"Yes","No",2011
"80334","Cl skl fx NEC-proln coma",9,154,,"Yes","No",2011
"80335","Cl skul fx NEC-deep coma",9,154,,"Yes","No",2011
"80336","Cl skull fx NEC-coma NOS",9,155,,"Yes","No",2011
"80339","Cl skull fx NEC-concuss",9,155,,"Yes","No",2011
"80340","Cl skl fx NEC/br inj NEC",9,155,,"Yes","No",2011
"80341","Cl skull fx NEC w/o coma",9,155,,"Yes","No",2011
"80342","Cl skull fx NEC-brf coma",9,155,,"Yes","No",2011
"80343","Cl skull fx NEC-mod coma",9,154,,"Yes","No",2011
"80344","Cl skl fx NEC-proln coma",9,154,,"Yes","No",2011
"80345","Cl skul fx NEC-deep coma",9,154,,"Yes","No",2011
"80346","Cl skull fx NEC-coma NOS",9,155,,"Yes","No",2011
"80349","Cl skull fx NEC-concuss",9,155,,"Yes","No",2011
"80350","Open skull fracture NEC",9,155,,"Yes","No",2011
"80351","Opn skul fx NEC w/o coma",9,155,,"Yes","No",2011
"80352","Opn skul fx NEC-brf coma",9,155,,"Yes","No",2011
"80353","Opn skul fx NEC-mod coma",9,154,,"Yes","No",2011
"80354","Opn skl fx NEC-prol coma",9,154,,"Yes","No",2011
"80355","Opn skl fx NEC-deep coma",9,154,,"Yes","No",2011
"80356","Opn skul fx NEC-coma NOS",9,155,,"Yes","No",2011
"80359","Opn skull fx NEC-concuss",9,155,,"Yes","No",2011
"80360","Opn skl fx NEC/cereb lac",9,155,,"Yes","No",2011
"80361","Opn skul fx NEC w/o coma",9,155,,"Yes","No",2011
"80362","Opn skul fx NEC-brf coma",9,155,,"Yes","No",2011
"80363","Opn skul fx NEC-mod coma",9,154,,"Yes","No",2011
"80364","Opn skl fx NEC-proln com",9,154,,"Yes","No",2011
"80365","Opn skl fx NEC-deep coma",9,154,,"Yes","No",2011
"80366","Opn skul fx NEC-coma NOS",9,155,,"Yes","No",2011
"80369","Opn skull fx NEC-concuss",9,155,,"Yes","No",2011
"80370","Opn skl fx NEC/menin hem",9,155,,"Yes","No",2011
"80371","Opn skul fx NEC w/o coma",9,155,,"Yes","No",2011
"80372","Opn skul fx NEC-brf coma",9,155,,"Yes","No",2011
"80373","Opn skul fx NEC-mod coma",9,154,,"Yes","No",2011
"80374","Opn skl fx NEC-prol coma",9,154,,"Yes","No",2011
"80375","Opn skl fx NEC-deep coma",9,154,,"Yes","No",2011
"80376","Opn skul fx NEC-coma NOS",9,155,,"Yes","No",2011
"80379","Opn skull fx NEC-concuss",9,155,,"Yes","No",2011
"80380","Opn skull fx NEC/hem NEC",9,155,,"Yes","No",2011
"80381","Opn skul fx NEC w/o coma",9,155,,"Yes","No",2011
"80382","Opn skul fx NEC-brf coma",9,155,,"Yes","No",2011
"80383","Opn skul fx NEC-mod coma",9,154,,"Yes","No",2011
"80384","Opn skl fx NEC-prol coma",9,154,,"Yes","No",2011
"80385","Opn skl fx NEC-deep coma",9,154,,"Yes","No",2011
"80386","Opn skul fx NEC-coma NOS",9,155,,"Yes","No",2011
"80389","Opn skull fx NEC-concuss",9,155,,"Yes","No",2011
"80390","Op skl fx NEC/br inj NEC",9,155,,"Yes","No",2011
"80391","Opn skul fx NEC w/o coma",9,155,,"Yes","No",2011
"80392","Opn skul fx NEC-brf coma",9,155,,"Yes","No",2011
"80393","Opn skul fx NEC-mod coma",9,154,,"Yes","No",2011
"80394","Opn skl fx NEC-prol coma",9,154,,"Yes","No",2011
"80395","Opn skl fx NEC-deep coma",9,154,,"Yes","No",2011
"80396","Opn skul fx NEC-coma NOS",9,155,,"Yes","No",2011
"80399","Opn skull fx NEC-concuss",9,155,,"Yes","No",2011
"80400","Cl skul fx w oth bone fx",9,155,,"Yes","No",2011
"80401","Cl skl w oth fx w/o coma",9,155,,"Yes","No",2011
"80402","Cl skl w oth fx-brf coma",9,155,,"Yes","No",2011
"80403","Cl skl w oth fx-mod coma",9,154,,"Yes","No",2011
"80404","Cl skl/oth fx-proln coma",9,154,,"Yes","No",2011
"80405","Cl skul/oth fx-deep coma",9,154,,"Yes","No",2011
"80406","Cl skl w oth fx-coma NOS",9,155,,"Yes","No",2011
"80409","Cl skul w oth fx-concuss",9,155,,"Yes","No",2011
"80410","Cl sk w oth fx/cereb lac",9,155,,"Yes","No",2011
"80411","Cl skl w oth fx w/o coma",9,155,,"Yes","No",2011
"80412","Cl skl w oth fx-brf coma",9,155,,"Yes","No",2011
"80413","Cl skl w oth fx-mod coma",9,154,,"Yes","No",2011
"80414","Cl skl/oth fx-proln coma",9,154,,"Yes","No",2011
"80415","Cl skul/oth fx-deep coma",9,154,,"Yes","No",2011
"80416","Cl skl w oth fx-coma NOS",9,155,,"Yes","No",2011
"80419","Cl skul w oth fx-concuss",9,155,,"Yes","No",2011
"80420","Cl skl/oth fx/mening hem",9,155,,"Yes","No",2011
"80421","Cl skl w oth fx w/o coma",9,155,,"Yes","No",2011
"80422","Cl skl w oth fx-brf coma",9,155,,"Yes","No",2011
"80423","Cl skl w oth fx-mod coma",9,154,,"Yes","No",2011
"80424","Cl skl/oth fx-proln coma",9,154,,"Yes","No",2011
"80425","Cl skul/oth fx-deep coma",9,154,,"Yes","No",2011
"80426","Cl skl w oth fx-coma NOS",9,155,,"Yes","No",2011
"80429","Cl skul w oth fx-concuss",9,155,,"Yes","No",2011
"80430","Cl skul w oth fx/hem NEC",9,155,,"Yes","No",2011
"80431","Cl skl w oth fx w/o coma",9,155,,"Yes","No",2011
"80432","Cl skl w oth fx-brf coma",9,155,,"Yes","No",2011
"80433","Cl skl w oth fx-mod coma",9,154,,"Yes","No",2011
"80434","Cl skl/oth fx-proln coma",9,154,,"Yes","No",2011
"80435","Cl skul/oth fx-deep coma",9,154,,"Yes","No",2011
"80436","Cl skl w oth fx-coma NOS",9,155,,"Yes","No",2011
"80439","Cl skul w oth fx-concuss",9,155,,"Yes","No",2011
"80440","Cl skl/oth fx/br inj NEC",9,155,,"Yes","No",2011
"80441","Cl skl w oth fx w/o coma",9,155,,"Yes","No",2011
"80442","Cl skl w oth fx-brf coma",9,155,,"Yes","No",2011
"80443","Cl skl w oth fx-mod coma",9,154,,"Yes","No",2011
"80444","Cl skl/oth fx-proln coma",9,154,,"Yes","No",2011
"80445","Cl skul/oth fx-deep coma",9,154,,"Yes","No",2011
"80446","Cl skl w oth fx-coma NOS",9,155,,"Yes","No",2011
"80449","Cl skul w oth fx-concuss",9,155,,"Yes","No",2011
"80450","Opn skull fx/oth bone fx",9,155,,"Yes","No",2011
"80451","Opn skul/oth fx w/o coma",9,155,,"Yes","No",2011
"80452","Opn skul/oth fx-brf coma",9,155,,"Yes","No",2011
"80453","Opn skul/oth fx-mod coma",9,154,,"Yes","No",2011
"80454","Opn skl/oth fx-prol coma",9,154,,"Yes","No",2011
"80455","Opn skl/oth fx-deep coma",9,154,,"Yes","No",2011
"80456","Opn skul/oth fx-coma NOS",9,155,,"Yes","No",2011
"80459","Opn skull/oth fx-concuss",9,155,,"Yes","No",2011
"80460","Opn skl/oth fx/cereb lac",9,155,,"Yes","No",2011
"80461","Opn skul/oth fx w/o coma",9,155,,"Yes","No",2011
"80462","Opn skul/oth fx-brf coma",9,155,,"Yes","No",2011
"80463","Opn skul/oth fx-mod coma",9,154,,"Yes","No",2011
"80464","Opn skl/oth fx-prol coma",9,154,,"Yes","No",2011
"80465","Opn skl/oth fx-deep coma",9,154,,"Yes","No",2011
"80466","Opn skul/oth fx-coma NOS",9,155,,"Yes","No",2011
"80469","Opn skull/oth fx-concuss",9,155,,"Yes","No",2011
"80470","Opn skl/oth fx/menin hem",9,155,,"Yes","No",2011
"80471","Opn skul/oth fx w/o coma",9,155,,"Yes","No",2011
"80472","Opn skul/oth fx-brf coma",9,155,,"Yes","No",2011
"80473","Opn skul/oth fx-mod coma",9,154,,"Yes","No",2011
"80474","Opn skl/oth fx-prol coma",9,154,,"Yes","No",2011
"80475","Opn skl/oth fx-deep coma",9,154,,"Yes","No",2011
"80476","Opn skul/oth fx-coma NOS",9,155,,"Yes","No",2011
"80479","Opn skull/oth fx-concuss",9,155,,"Yes","No",2011
"80480","Opn skl w oth fx/hem NEC",9,155,,"Yes","No",2011
"80481","Opn skul/oth fx w/o coma",9,155,,"Yes","No",2011
"80482","Opn skul/oth fx-brf coma",9,155,,"Yes","No",2011
"80483","Opn skul/oth fx-mod coma",9,154,,"Yes","No",2011
"80484","Opn skl/oth fx-prol coma",9,154,,"Yes","No",2011
"80485","Opn skl/oth fx-deep coma",9,154,,"Yes","No",2011
"80486","Opn skul/oth fx-coma NOS",9,155,,"Yes","No",2011
"80489","Opn skull/oth fx-concuss",9,155,,"Yes","No",2011
"80490","Op skl/oth fx/br inj NEC",9,155,,"Yes","No",2011
"80491","Opn skul/oth fx w/o coma",9,155,,"Yes","No",2011
"80492","Opn skul/oth fx-brf coma",9,155,,"Yes","No",2011
"80493","Opn skul/oth fx-mod coma",9,154,,"Yes","No",2011
"80494","Opn skl/oth fx-prol coma",9,154,,"Yes","No",2011
"80495","Opn skl/oth fx-deep coma",9,154,,"Yes","No",2011
"80496","Opn skul/oth fx-coma NOS",9,155,,"Yes","No",2011
"80499","Opn skull/oth fx-concuss",9,155,,"Yes","No",2011
"80500","Fx cervical vert NOS-cl",9,157,,"Yes","No",2011
"80501","Fx c1 vertebra-closed",9,157,,"Yes","No",2011
"80502","Fx c2 vertebra-closed",9,157,,"Yes","No",2011
"80503","Fx c3 vertebra-closed",9,157,,"Yes","No",2011
"80504","Fx c4 vertebra-closed",9,157,,"Yes","No",2011
"80505","Fx c5 vertebra-closed",9,157,,"Yes","No",2011
"80506","Fx c6 vertebra-closed",9,157,,"Yes","No",2011
"80507","Fx c7 vertebra-closed",9,157,,"Yes","No",2011
"80508","Fx mult cervical vert-cl",9,157,,"Yes","No",2011
"80510","Fx cervical vert NOS-opn",9,157,,"Yes","No",2011
"80511","Fx c1 vertebra-open",9,157,,"Yes","No",2011
"80512","Fx c2 vertebra-open",9,157,,"Yes","No",2011
"80513","Fx c3 vertebra-open",9,157,,"Yes","No",2011
"80514","Fx c4 vertebra-open",9,157,,"Yes","No",2011
"80515","Fx c5 vertebra-open",9,157,,"Yes","No",2011
"80516","Fx c6 vertebra-open",9,157,,"Yes","No",2011
"80517","Fx c7 vertebra-open",9,157,,"Yes","No",2011
"80518","Fx mlt cervical vert-opn",9,157,,"Yes","No",2011
"8052","Fx dorsal vertebra-close",9,157,,"Yes","No",2011
"8053","Fx dorsal vertebra-open",9,157,,"Yes","No",2011
"8054","Fx lumbar vertebra-close",9,157,,"Yes","No",2011
"8055","Fx lumbar vertebra-open",9,157,,"Yes","No",2011
"8056","Fx sacrum/coccyx-closed",9,157,,"Yes","No",2011
"8057","Fx sacrum/coccyx-open",9,157,,"Yes","No",2011
"8058","Vertebral fx NOS-closed",9,157,,"Yes","No",2011
"8059","Vertebral fx NOS-open",9,157,,"Yes","No",2011
"80600","C1-c4 fx-cl/cord inj NOS",9,69,,"Yes","No",2011
"80601","C1-c4 fx-cl/com cord les",9,67,,"Yes","No",2011
"80602","C1-c4 fx-cl/ant cord syn",9,69,,"Yes","No",2011
"80603","C1-c4 fx-cl/cen cord syn",9,69,,"Yes","No",2011
"80604","C1-c4 fx-cl/cord inj NEC",9,69,,"Yes","No",2011
"80605","C5-c7 fx-cl/cord inj NOS",9,69,,"Yes","No",2011
"80606","C5-c7 fx-cl/com cord les",9,67,,"Yes","No",2011
"80607","C5-c7 fx-cl/ant cord syn",9,69,,"Yes","No",2011
"80608","C5-c7 fx-cl/cen cord syn",9,69,,"Yes","No",2011
"80609","C5-c7 fx-cl/cord inj NEC",9,69,,"Yes","No",2011
"80610","C1-c4 fx-op/cord inj NOS",9,69,,"Yes","No",2011
"80611","C1-c4 fx-op/com cord les",9,67,,"Yes","No",2011
"80612","C1-c4 fx-op/ant cord syn",9,69,,"Yes","No",2011
"80613","C1-c4 fx-op/cen cord syn",9,69,,"Yes","No",2011
"80614","C1-c4 fx-op/cord inj NEC",9,69,,"Yes","No",2011
"80615","C5-c7 fx-op/cord inj NOS",9,69,,"Yes","No",2011
"80616","C5-c7 fx-op/com cord les",9,67,,"Yes","No",2011
"80617","C5-c7 fx-op/ant cord syn",9,69,,"Yes","No",2011
"80618","C5-c7 fx-op/cen cord syn",9,69,,"Yes","No",2011
"80619","C5-c7 fx-op/cord inj NEC",9,69,,"Yes","No",2011
"80620","T1-t6 fx-cl/cord inj NOS",9,69,,"Yes","No",2011
"80621","T1-t6 fx-cl/com cord les",9,68,,"Yes","No",2011
"80622","T1-t6 fx-cl/ant cord syn",9,69,,"Yes","No",2011
"80623","T1-t6 fx-cl/cen cord syn",9,69,,"Yes","No",2011
"80624","T1-t6 fx-cl/cord inj NEC",9,69,,"Yes","No",2011
"80625","T7-t12 fx-cl/crd inj NOS",9,69,,"Yes","No",2011
"80626","T7-t12 fx-cl/com crd les",9,68,,"Yes","No",2011
"80627","T7-t12 fx-cl/ant crd syn",9,69,,"Yes","No",2011
"80628","T7-t12 fx-cl/cen crd syn",9,69,,"Yes","No",2011
"80629","T7-t12 fx-cl/crd inj NEC",9,69,,"Yes","No",2011
"80630","T1-t6 fx-op/cord inj NOS",9,69,,"Yes","No",2011
"80631","T1-t6 fx-op/com cord les",9,68,,"Yes","No",2011
"80632","T1-t6 fx-op/ant cord syn",9,69,,"Yes","No",2011
"80633","T1-t6 fx-op/cen cord syn",9,69,,"Yes","No",2011
"80634","T1-t6 fx-op/cord inj NEC",9,69,,"Yes","No",2011
"80635","T7-t12 fx-op/crd inj NOS",9,69,,"Yes","No",2011
"80636","T7-t12 fx-op/com crd les",9,68,,"Yes","No",2011
"80637","T7-t12 fx-op/ant crd syn",9,69,,"Yes","No",2011
"80638","T7-t12 fx-op/cen crd syn",9,69,,"Yes","No",2011
"80639","T7-t12 fx-op/crd inj NEC",9,69,,"Yes","No",2011
"8064","Cl lumbar fx w cord inj",9,69,,"Yes","No",2011
"8065","Opn lumbar fx w cord inj",9,69,,"Yes","No",2011
"80660","Fx sacrum-cl/crd inj NOS",9,69,,"Yes","No",2011
"80661","Fx sacr-cl/cauda equ les",9,69,,"Yes","No",2011
"80662","Fx sacr-cl/cauda inj NEC",9,69,,"Yes","No",2011
"80669","Fx sacrum-cl/crd inj NEC",9,69,,"Yes","No",2011
"80670","Fx sacrum-op/crd inj NOS",9,69,,"Yes","No",2011
"80671","Fx sacr-op/cauda equ les",9,69,,"Yes","No",2011
"80672","Fx sacr-op/cauda inj NEC",9,69,,"Yes","No",2011
"80679","Fx sacrum-op/crd inj NEC",9,69,,"Yes","No",2011
"8068","Vert fx NOS-cl w crd inj",9,69,,"Yes","No",2011
"8069","Vert fx NOS-op w crd inj",9,69,,"Yes","No",2011
"8080","Fracture acetabulum-clos",9,158,,"Yes","No",2011
"8081","Fracture acetabulum-open",9,158,,"Yes","No",2011
"8082","Fracture of pubis-closed",9,158,,"Yes","No",2011
"8083","Fracture of pubis-open",9,158,,"Yes","No",2011
"80841","Fracture of ilium-closed",9,158,,"Yes","No",2011
"80842","Fracture ischium-closed",9,158,,"Yes","No",2011
"80843","Pelv fx-clos/pelv disrup",9,158,,"Yes","No",2011
"80849","Pelvic fracture NEC-clos",9,158,,"Yes","No",2011
"80851","Fracture of ilium-open",9,158,,"Yes","No",2011
"80852","Fracture of ischium-open",9,158,,"Yes","No",2011
"80853","Pelv fx-open/pelv disrup",9,158,,"Yes","No",2011
"80859","Pelvic fracture NEC-open",9,158,,"Yes","No",2011
"8088","Pelvic fracture NOS-clos",9,158,,"Yes","No",2011
"8089","Pelvic fracture NOS-open",9,158,,"Yes","No",2011
"82000","Fx femur intrcaps NOS-cl",9,158,,"Yes","No",2011
"82001","Fx up femur epiphy-clos",9,158,,"Yes","No",2011
"82002","Fx femur, midcervic-clos",9,158,,"Yes","No",2011
"82003","Fx base femoral nck-clos",9,158,,"Yes","No",2011
"82009","Fx femur intrcaps NEC-cl",9,158,,"Yes","No",2011
"82010","Fx femur intrcap NOS-opn",9,158,,"Yes","No",2011
"82011","Fx up femur epiphy-open",9,158,,"Yes","No",2011
"82012","Fx femur, midcervic-open",9,158,,"Yes","No",2011
"82013","Fx base femoral nck-open",9,158,,"Yes","No",2011
"82019","Fx femur intrcap NEC-opn",9,158,,"Yes","No",2011
"82020","Trochanteric fx NOS-clos",9,158,,"Yes","No",2011
"82021","Intertrochanteric fx-cl",9,158,,"Yes","No",2011
"82022","Subtrochanteric fx-close",9,158,,"Yes","No",2011
"82030","Trochanteric fx NOS-open",9,158,,"Yes","No",2011
"82031","Intertrochanteric fx-opn",9,158,,"Yes","No",2011
"82032","Subtrochanteric fx-open",9,158,,"Yes","No",2011
"8208","Fx neck of femur NOS-cl",9,158,,"Yes","No",2011
"8209","Fx neck of femur NOS-opn",9,158,,"Yes","No",2011
"82100","Fx femur NOS-closed",9,158,,"Yes","No",2011
"82101","Fx femur shaft-closed",9,158,,"Yes","No",2011
"82110","Fx femur NOS-open",9,158,,"Yes","No",2011
"82111","Fx femur shaft-open",9,158,,"Yes","No",2011
"82120","Fx low end femur NOS-cl",9,158,,"Yes","No",2011
"82121","Fx femoral condyle-close",9,158,,"Yes","No",2011
"82122","Fx low femur epiphy-clos",9,158,,"Yes","No",2011
"82123","Supracondyl fx femur-cl",9,158,,"Yes","No",2011
"82129","Fx low end femur NEC-cl",9,158,,"Yes","No",2011
"82130","Fx low end femur NOS-opn",9,158,,"Yes","No",2011
"82131","Fx femoral condyle-open",9,158,,"Yes","No",2011
"82132","Fx low femur epiphy-open",9,158,,"Yes","No",2011
"82133","Supracondyl fx femur-opn",9,158,,"Yes","No",2011
"82139","Fx low end femur NEC-opn",9,158,,"Yes","No",2011
"83500","Dislocat hip NOS-closed",9,158,,"Yes","No",2011
"83501","Posterior disloc hip-cl",9,158,,"Yes","No",2011
"83502","Obturator disloc hip-cl",9,158,,"Yes","No",2011
"83503","Ant disloc hip NEC-clos",9,158,,"Yes","No",2011
"83510","Dislocation hip NOS-open",9,158,,"Yes","No",2011
"83511","Posterior disloc hip-opn",9,158,,"Yes","No",2011
"83512","Obturator disloc hip-opn",9,158,,"Yes","No",2011
"83513","Ant disloc hip NEC-open",9,158,,"Yes","No",2011
"8502","Concussion-moderate coma",9,155,,"Yes","No",2011
"8503","Concussion-prolong coma",9,155,,"Yes","No",2011
"8504","Concussion-deep coma",9,155,,"Yes","No",2011
"85100","Cerebral cortx contusion",9,155,,"Yes","No",2011
"85101","Cortex contusion-no coma",9,155,,"Yes","No",2011
"85102","Cortex contus-brief coma",9,155,,"Yes","No",2011
"85103","Cortex contus-mod coma",9,154,,"Yes","No",2011
"85104","Cortx contus-prolng coma",9,154,,"Yes","No",2011
"85105","Cortex contus-deep coma",9,154,,"Yes","No",2011
"85106","Cortex contus-coma NOS",9,155,,"Yes","No",2011
"85109","Cortex contus-concus NOS",9,155,,"Yes","No",2011
"85110","Cortex contusion/opn wnd",9,155,,"Yes","No",2011
"85111","Opn cortx contus-no coma",9,155,,"Yes","No",2011
"85112","Opn cort contus-brf coma",9,155,,"Yes","No",2011
"85113","Opn cort contus-mod coma",9,154,,"Yes","No",2011
"85114","Opn cort contu-prol coma",9,154,,"Yes","No",2011
"85115","Opn cort contu-deep coma",9,154,,"Yes","No",2011
"85116","Opn cort contus-coma NOS",9,155,,"Yes","No",2011
"85119","Opn cortx contus-concuss",9,155,,"Yes","No",2011
"85120","Cerebral cortex lacerat",9,155,,"Yes","No",2011
"85121","Cortex lacerat w/o coma",9,155,,"Yes","No",2011
"85122","Cortex lacera-brief coma",9,155,,"Yes","No",2011
"85123","Cortex lacerat-mod coma",9,154,,"Yes","No",2011
"85124","Cortex lacerat-prol coma",9,154,,"Yes","No",2011
"85125","Cortex lacerat-deep coma",9,154,,"Yes","No",2011
"85126","Cortex lacerat-coma NOS",9,155,,"Yes","No",2011
"85129","Cortex lacerat-concuss",9,155,,"Yes","No",2011
"85130","Cortex lacer w opn wound",9,155,,"Yes","No",2011
"85131","Opn cortex lacer-no coma",9,155,,"Yes","No",2011
"85132","Opn cortx lac-brief coma",9,155,,"Yes","No",2011
"85133","Opn cortx lacer-mod coma",9,154,,"Yes","No",2011
"85134","Opn cortx lac-proln coma",9,154,,"Yes","No",2011
"85135","Opn cortex lac-deep coma",9,154,,"Yes","No",2011
"85136","Opn cortx lacer-coma NOS",9,155,,"Yes","No",2011
"85139","Opn cortx lacer-concuss",9,155,,"Yes","No",2011
"85140","Cerebel/brain stm contus",9,155,,"Yes","No",2011
"85141","Cerebell contus w/o coma",9,155,,"Yes","No",2011
"85142","Cerebell contus-brf coma",9,155,,"Yes","No",2011
"85143","Cerebell contus-mod coma",9,154,,"Yes","No",2011
"85144","Cerebel contus-prol coma",9,154,,"Yes","No",2011
"85145","Cerebel contus-deep coma",9,154,,"Yes","No",2011
"85146","Cerebell contus-coma NOS",9,155,,"Yes","No",2011
"85149","Cerebell contus-concuss",9,155,,"Yes","No",2011
"85150","Cerebel contus w opn wnd",9,155,,"Yes","No",2011
"85151","Opn cerebe cont w/o coma",9,155,,"Yes","No",2011
"85152","Opn cerebe cont-brf coma",9,155,,"Yes","No",2011
"85153","Opn cerebe cont-mod coma",9,154,,"Yes","No",2011
"85154","Opn cerebe cont-prol com",9,154,,"Yes","No",2011
"85155","Opn cerebe cont-deep com",9,154,,"Yes","No",2011
"85156","Opn cerebe cont-coma NOS",9,155,,"Yes","No",2011
"85159","Opn cerebel cont-concuss",9,155,,"Yes","No",2011
"85160","Cerebel/brain stem lacer",9,155,,"Yes","No",2011
"85161","Cerebel lacerat w/o coma",9,155,,"Yes","No",2011
"85162","Cerebel lacer-brief coma",9,155,,"Yes","No",2011
"85163","Cerebel lacerat-mod coma",9,154,,"Yes","No",2011
"85164","Cerebel lacer-proln coma",9,154,,"Yes","No",2011
"85165","Cerebell lacer-deep coma",9,154,,"Yes","No",2011
"85166","Cerebel lacerat-coma NOS",9,155,,"Yes","No",2011
